Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.16-199.244.48.55-42148-443-6,192.168.10.16,42148,199.244.48.55,443,6,7/7/2017 3:30,143379,50,60,1337,110185,570,0,26.74,107.0006313,4344,0,1836.416667,874.1511193,777812.6504,767.1974278,1315.40367,5024.365225,23306,1,143237,2923.204082,7333.767054,23850,1,120073,2035.135593,6139.8403,23860,1,0,0,0,0,1272,1928,348.7261035,418.4713243,0,4344,1004.702703,1111.83773,1236183.138,0,0,0,1,0,0,0,0,1,1013.836364,26.74,1836.416667,1272,0,0,0,0,0,0,50,1337,60,110185,29200,61,32,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42154-443-6,192.168.10.16,42154,199.244.48.55,443,6,7/7/2017 3:30,394746,48,56,1319,105855,570,0,27.47916667,109.1949242,2896,0,1890.267857,907.3394973,271501.1678,263.4605544,3832.485437,20260.2038,191810,1,394746,8398.851064,37091.01311,252193,1,371618,6756.690909,30267.89111,215391,2,0,0,0,0,1244,1800,121.5971789,141.8633754,0,2896,1020.704762,1145.969173,1313245.345,0,0,0,1,0,0,0,0,1,1030.519231,27.47916667,1890.267857,1244,0,0,0,0,0,0,48,1319,56,105855,29200,61,29,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42156-443-6,192.168.10.16,42156,199.244.48.55,443,6,7/7/2017 3:30,62079,8,3,1169,137,570,0,146.125,246.382651,137,0,45.66666667,79.09698688,21037.71001,177.1935759,6207.9,10114.27018,24159,3,62079,8868.428571,11280.10455,24243,20,24651,12325.5,17426.64662,24648,3,0,0,0,0,264,104,128.8680552,48.32552071,0,570,108.8333333,207.2292684,42943.9697,0,0,0,1,0,0,0,0,0,118.7272727,146.125,45.66666667,264,0,0,0,0,0,0,8,1169,3,137,29200,59,4,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42160-443-6,192.168.10.16,42160,199.244.48.55,443,6,7/7/2017 3:30,122255,22,30,1169,47921,570,0,53.13636364,159.4088172,2896,0,1597.366667,871.3138903,401537.7694,425.3404769,2397.156863,6748.428277,23229,1,122255,5821.666667,9846.640561,23894,54,98996,3413.655172,8210.583868,26845,2,0,0,0,0,712,968,179.9517402,245.3887367,0,2896,926.2264151,1016.130985,1032522.179,0,0,0,1,0,0,0,0,1,944.0384615,53.13636364,1597.366667,712,0,0,0,0,0,0,22,1169,30,47921,29200,61,4,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42162-443-6,192.168.10.16,42162,199.244.48.55,443,6,7/7/2017 3:30,142443,47,55,1325,101497,570,0,28.19148936,110.2697559,4344,0,1845.4,978.8547844,721846.6334,716.075904,1410.326733,5204.898034,23391,1,142320,3093.913043,7497.835663,23576,48,119052,2204.666667,6379.967886,23808,2,0,0,0,0,1200,1768,329.956544,386.11936,0,4344,998.2718447,1158.918548,1343092.2,0,0,0,1,0,0,0,0,1,1008.058824,28.19148936,1845.4,1200,0,0,0,0,0,0,47,1325,55,101497,29200,61,30,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42160-443-6,192.168.10.16,42160,199.244.48.55,443,6,7/7/2017 3:30,23501,24,27,144,56472,6,6,6,0,4344,0,2091.555556,927.4622668,2409088.975,2170.12042,470.02,2636.028967,18731,1,23425,1018.478261,3891.297083,18866,48,23340,897.6923077,3637.733303,18731,1,0,0,0,0,480,864,1021.233139,1148.887281,0,4344,1088.884615,1243.218809,1545593.006,1,0,0,0,0,0,0,0,1,1110.235294,6,2091.555556,480,0,0,0,0,0,0,24,144,27,56472,0,61,23,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42158-443-6,192.168.10.16,42158,199.244.48.55,443,6,7/7/2017 3:30,143365,48,61,1319,108751,570,0,27.47916667,109.1949242,2896,0,1782.803279,847.2000712,767760.611,760.2971437,1327.453704,5026.18129,23278,0,143274,3048.382979,7416.983568,23869,1,120093,2001.55,6108.616688,24481,1,0,0,0,0,1244,1960,334.8097513,425.4873923,0,2896,1000.636364,1081.127187,1168835.995,0,0,0,1,0,0,0,0,1,1009.816514,27.47916667,1782.803279,1244,0,0,0,0,0,0,48,1319,61,108751,29200,61,29,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42164-443-6,192.168.10.16,42164,199.244.48.55,443,6,7/7/2017 3:30,142825,47,57,1325,108751,570,0,28.19148936,110.2697559,4344,0,1907.912281,909.4137492,770705.4087,728.1638369,1386.650485,5172.409953,23244,1,142780,3103.913043,7538.852005,23841,1,119651,2136.625,6321.63527,24139,2,0,0,0,0,1200,1832,329.0740417,399.0897952,0,4344,1048.342857,1156.089794,1336543.612,0,0,0,1,0,0,0,0,1,1058.423077,28.19148936,1907.912281,1200,0,0,0,0,0,0,47,1325,57,108751,29200,61,30,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42170-443-6,192.168.10.16,42170,199.244.48.55,443,6,7/7/2017 3:30,119793,23,31,1169,47921,570,0,50.82608696,156.1373673,2896,0,1545.83871,822.4417344,409790.2215,450.7775913,2260.245283,6669.291612,23311,0,119793,5445.136364,9748.883327,23621,1,96495,3216.5,7900.825312,24205,1,0,0,0,0,744,1000,191.997863,258.7797284,0,2896,892.5454545,973.2643016,947243.4007,0,0,0,1,0,0,0,0,1,909.0740741,50.82608696,1545.83871,744,0,0,0,0,0,0,23,1169,31,47921,29200,61,4,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42172-443-6,192.168.10.16,42172,199.244.48.55,443,6,7/7/2017 3:30,142885,46,57,1313,111647,570,0,28.54347826,111.4687214,4344,0,1958.719298,961.8494788,790565.8397,720.8594324,1400.833333,5151.361147,23160,2,142885,3175.222222,7560.447608,23789,48,119859,2140.339286,6246.646022,23787,2,0,0,0,0,1192,1832,321.9372222,398.9222102,0,4344,1086.153846,1200.317343,1440761.724,0,0,0,1,0,0,0,0,1,1096.699029,28.54347826,1958.719298,1192,0,0,0,0,0,0,46,1313,57,111647,29200,61,28,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42170-443-6,192.168.10.16,42170,199.244.48.55,443,6,7/7/2017 3:30,23422,25,33,150,55038,6,6,6,0,2896,0,1667.818182,733.8985563,2356246.264,2476.304329,410.9122807,2404.117326,18233,0,23422,975.9166667,3682.630297,18260,1,23347,729.59375,3230.14237,18425,1,0,0,0,0,500,1056,1067.372556,1408.931774,0,2896,935.4915254,994.7813895,989590.0129,1,0,0,0,0,0,0,0,1,951.6206897,6,1667.818182,500,0,0,0,0,0,0,25,150,33,55038,0,61,24,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42168-443-6,192.168.10.16,42168,199.244.48.55,443,6,7/7/2017 3:30,142724,43,62,1319,102959,570,0,30.6744186,115.0767282,4344,0,1660.629032,775.6229064,730626.9443,735.685659,1372.346154,5133.799265,23400,0,142724,3398.190476,7823.804262,24018,1,119498,1958.983607,6077.602805,23865,1,0,0,0,0,1084,1992,301.2807937,434.4048653,0,4344,983.754717,1003.263369,1006537.387,0,0,0,1,0,0,0,0,1,993.1238095,30.6744186,1660.629032,1084,0,0,0,0,0,0,43,1319,62,102959,29200,61,29,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42166-443-6,192.168.10.16,42166,199.244.48.55,443,6,7/7/2017 3:30,143161,47,53,1307,111647,570,0,27.80851064,110.3584354,4344,0,2106.54717,1041.007621,788999.7974,698.5142602,1446.070707,5270.741423,23331,1,143161,3112.195652,7513.089202,23615,1,119812,2304.076923,6525.118026,24196,44,0,0,0,0,1236,1704,328.3017023,370.2125579,0,4344,1118.356436,1287.694277,1658156.552,0,0,0,1,0,0,0,0,1,1129.54,27.80851064,2106.54717,1236,0,0,0,0,0,0,47,1307,53,111647,29200,61,27,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42174-443-6,192.168.10.16,42174,199.244.48.55,443,6,7/7/2017 3:30,196340,49,60,1331,105841,570,0,27.16326531,108.0671757,2896,0,1764.016667,842.2550138,545849.0374,555.1594173,1817.962963,7111.950527,53215,1,196340,4090.416667,10359.83997,53364,1,173114,2934.135593,9095.697735,53215,1,0,0,0,0,1252,1928,249.5670775,305.5923398,0,2896,974.2909091,1069.765998,1144399.291,0,0,0,1,0,0,0,0,1,983.2293578,27.16326531,1764.016667,1252,0,0,0,0,0,0,49,1331,60,105841,29200,61,31,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42176-443-6,192.168.10.16,42176,199.244.48.55,443,6,7/7/2017 3:30,118573,21,26,1169,43577,570,0,55.66666667,162.8920911,4344,0,1676.038462,1051.167598,377370.9023,396.3802889,2577.673913,7097.417775,23317,2,118573,5928.65,10078.54469,23643,48,95245,3809.8,8468.384286,24023,2,0,0,0,0,680,840,177.1060865,219.2742024,0,4344,932.2083333,1125.561022,1266887.615,0,0,0,1,0,0,0,0,1,952.0425532,55.66666667,1676.038462,680,0,0,0,0,0,0,21,1169,26,43577,29200,61,4,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42184-443-6,192.168.10.16,42184,199.244.48.55,443,6,7/7/2017 3:30,189314,48,59,1337,105841,570,0,27.85416667,109.1083766,2896,0,1793.915254,859.8629459,566138.7959,565.198559,1785.981132,6711.834485,46369,1,189314,4027.957447,9764.428991,46430,2,166044,2862.827586,8503.579119,46405,1,0,0,0,0,1208,1896,253.5470171,311.6515419,0,2896,992.3888889,1089.402716,1186798.277,0,0,0,1,0,0,0,0,1,1001.663551,27.85416667,1793.915254,1208,0,0,0,0,0,0,48,1337,59,105841,29200,61,32,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42182-443-6,192.168.10.16,42182,199.244.48.55,443,6,7/7/2017 3:30,142909,40,52,1301,102959,570,0,32.525,119.2097887,4344,0,1979.980769,1030.303639,729555.1715,643.7663128,1570.428571,5473.235176,23231,3,142909,3664.333333,8091.759851,23824,31,119641,2345.901961,6588.856144,23865,47,0,0,0,0,1024,1672,279.8983969,363.8679159,0,4344,1121.075269,1241.08946,1540303.049,0,0,0,1,0,0,0,0,1,1133.26087,32.525,1979.980769,1024,0,0,0,0,0,0,40,1301,52,102959,29200,61,26,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42180-443-6,192.168.10.16,42180,199.244.48.55,443,6,7/7/2017 3:30,144762,42,56,1319,98601,570,0,31.4047619,116.3707405,4344,0,1760.732143,899.1514685,690236.388,676.9732388,1492.391753,5275.726576,23073,1,144762,3530.780488,7859.440707,23828,1,121765,2213.909091,6499.777971,26687,1,0,0,0,0,1052,1800,290.1313881,386.8418508,0,4344,1009.292929,1096.488302,1202286.597,0,0,0,1,0,0,0,0,1,1019.591837,31.4047619,1760.732143,1052,0,0,0,0,0,0,42,1319,56,98601,29200,61,29,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42178-443-6,192.168.10.16,42178,199.244.48.55,443,6,7/7/2017 3:30,142378,45,56,1319,104393,570,0,29.31111111,112.6125341,4344,0,1864.160714,940.3200959,742474.2587,709.379258,1423.78,5221.177155,23170,1,142299,3234.068182,7658.419044,23961,1,119407,2171.036364,6352.003014,23973,2,0,0,0,0,1148,1800,316.0600655,393.3191926,0,4344,1036.392157,1153.015832,1329445.508,0,0,0,1,0,0,0,0,1,1046.653465,29.31111111,1864.160714,1148,0,0,0,0,0,0,45,1319,56,104393,29200,61,29,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42176-443-6,192.168.10.16,42176,199.244.48.55,443,6,7/7/2017 3:30,24067,23,28,138,55024,6,6,6,0,2896,0,1965.142857,899.9100249,2292018.116,2119.084223,481.34,2730.897921,19400,0,23946,1088.454545,4125.968455,19558,0,23951,887.0740741,3700.392141,19400,2,0,0,0,0,460,896,955.665434,1163.418789,0,2896,1060.923077,1183.775181,1401323.68,1,0,0,0,0,0,0,0,1,1081.72549,6,1965.142857,460,0,0,0,0,0,0,23,138,28,55024,0,61,22,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42190-443-6,192.168.10.16,42190,199.244.48.55,443,6,7/7/2017 3:30,119537,20,28,1169,46473,570,0,58.45,166.6106318,2896,0,1659.75,933.472197,398554.4225,401.5493111,2543.340426,7036.295256,23417,3,119537,6291.421053,10283.66653,23986,17,96160,3561.481481,8243.810659,24275,3,0,0,0,0,648,904,167.312213,234.2370981,0,2896,972.2857143,1069.800176,1144472.417,0,0,0,1,0,0,0,0,1,992.5416667,58.45,1659.75,648,0,0,0,0,0,0,20,1169,28,46473,29200,61,4,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42194-443-6,192.168.10.16,42194,199.244.48.55,443,6,7/7/2017 3:30,142424,49,58,1325,108751,570,0,27.04081633,108.0950506,2896,0,1875.017241,852.8988441,772875.3581,751.2778745,1343.622642,5102.0106,23336,1,142383,2966.3125,7370.91441,23621,2,119386,2094.491228,6259.22786,23938,1,0,0,0,0,1264,1864,344.0431388,407.2347357,0,2896,1019.222222,1118.153763,1250267.838,0,0,0,1,0,0,0,0,1,1028.747664,27.04081633,1875.017241,1264,0,0,0,0,0,0,49,1325,58,108751,29200,61,30,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42192-443-6,192.168.10.16,42192,199.244.48.55,443,6,7/7/2017 3:30,142848,49,60,1337,107289,570,0,27.28571429,108.0391519,4344,0,1788.15,853.7136388,760430.6676,763.0488351,1322.666667,5024.264618,23301,0,142827,2975.5625,7358.912711,23903,1,119896,2032.135593,6142.200388,24321,1,0,0,0,0,1240,1928,343.0219534,420.0268817,0,4344,987.5090909,1084.40663,1175937.738,0,0,0,1,0,0,0,0,1,996.5688073,27.28571429,1788.15,1240,0,0,0,0,0,0,49,1337,60,107289,29200,61,32,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42190-443-6,192.168.10.16,42190,199.244.48.55,443,6,7/7/2017 3:30,23488,22,27,132,56486,6,6,6,0,4344,0,2092.074074,927.9331013,2410507.493,2086.171662,489.3333333,2699.186618,18795,1,23488,1118.47619,4058.252131,18829,48,23335,897.5,3658.73198,18834,1,0,0,0,0,440,864,936.6485014,1149.523161,0,4344,1132.48,1248.964734,1559912.908,1,0,0,0,0,0,0,0,1,1155.591837,6,2092.074074,440,0,0,0,0,0,0,22,132,27,56486,0,61,21,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42186-443-6,192.168.10.16,42186,199.244.48.55,443,6,7/7/2017 3:30,131864,40,49,1289,95705,570,0,32.225,119.2855844,4344,0,1953.163265,1083.098783,735560.8809,674.9378147,1498.454545,5323.404759,23265,1,131831,3380.282051,7750.970537,23794,1,108617,2262.854167,7091.344397,33015,2,0,0,0,0,1048,1576,303.3428381,371.5949766,0,4344,1077.711111,1251.073213,1565184.185,0,0,0,1,0,0,0,0,1,1089.820225,32.225,1953.163265,1048,0,0,0,0,0,0,40,1289,49,95705,29200,61,24,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42200-443-6,192.168.10.16,42200,199.244.48.55,443,6,7/7/2017 3:30,142592,44,56,1319,104393,570,0,29.97727273,113.8247303,4344,0,1864.160714,898.8648958,741359.9641,701.3016158,1440.323232,5272.157216,23397,1,142592,3316.093023,7789.378843,23988,1,119359,2170.163636,6363.329977,24154,2,0,0,0,0,1116,1800,308.572711,392.7289048,0,4344,1046.653465,1135.763377,1289958.449,0,0,0,1,0,0,0,0,1,1057.12,29.97727273,1864.160714,1116,0,0,0,0,0,0,44,1319,56,104393,29200,61,29,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42206-443-6,192.168.10.16,42206,199.244.48.55,443,6,7/7/2017 3:30,143358,43,59,1319,104393,570,0,30.6744186,115.0767282,4344,0,1769.372881,890.0413183,737398.6802,711.5054619,1419.386139,5233.323401,23611,0,143358,3413.285714,7873.478973,24525,0,119698,2063.758621,6214.362082,23778,4,0,0,0,0,1084,1896,299.948381,411.5570809,0,4344,1026.330097,1097.043499,1203504.439,0,0,0,1,0,0,0,0,1,1036.392157,30.6744186,1769.372881,1084,0,0,0,0,0,0,43,1319,59,104393,29200,61,29,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42198-443-6,192.168.10.16,42198,199.244.48.55,443,6,7/7/2017 3:30,142675,49,63,1331,110185,570,0,27.16326531,108.0671757,4344,0,1748.968254,824.4211062,781608.5509,785.0008761,1285.36036,4967.096442,23272,1,142650,2971.875,7359.174794,23978,1,119753,1931.5,6002.316336,23959,1,0,0,0,0,1252,2024,343.4378833,441.5629928,0,4344,986.8672566,1058.110053,1119596.884,0,0,0,1,0,0,0,0,1,995.6785714,27.16326531,1748.968254,1252,0,0,0,0,0,0,49,1331,63,110185,29200,61,31,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42204-443-6,192.168.10.16,42204,199.244.48.55,443,6,7/7/2017 3:30,142797,47,58,1325,104393,570,0,28.19148936,110.2697559,4344,0,1799.87931,907.6170473,740337.6822,735.3095653,1373.048077,5150.7102,23607,0,142797,3104.282609,7507.23393,23674,1,119688,2099.789474,6277.261982,23998,4,0,0,0,0,1200,1864,329.1385673,406.170998,0,4344,997.3396226,1112.738166,1238186.226,0,0,0,1,0,0,0,0,1,1006.838095,28.19148936,1799.87931,1200,0,0,0,0,0,0,47,1325,58,104393,29200,61,30,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42196-443-6,192.168.10.16,42196,199.244.48.55,443,6,7/7/2017 3:30,142740,47,58,1319,108751,570,0,28.06382979,110.2994746,4344,0,1875.017241,1010.445142,771122.3203,735.6031946,1372.5,5106.57542,23247,2,142644,3100.956522,7473.008116,23611,2,119695,2099.912281,6226.399941,23948,2,0,0,0,0,1212,1864,329.2700014,406.3331932,0,4344,1038.396226,1188.86638,1413403.27,0,0,0,1,0,0,0,0,1,1048.285714,28.06382979,1875.017241,1212,0,0,0,0,0,0,47,1319,58,108751,29200,61,29,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42202-443-6,192.168.10.16,42202,199.244.48.55,443,6,7/7/2017 3:30,142247,42,56,1313,104393,570,0,31.26190476,116.4063655,4344,0,1864.160714,898.8648958,743115.8478,688.9424733,1466.463918,5288.035956,23258,1,142247,3469.439024,7871.335862,23979,1,118950,2162.727273,6317.578297,24054,1,0,0,0,0,1064,1800,295.26106,393.6814133,0,4344,1067.737374,1137.368038,1293606.053,0,0,0,1,0,0,0,0,1,1078.632653,31.26190476,1864.160714,1064,0,0,0,0,0,0,42,1313,56,104393,29200,61,28,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42212-443-6,192.168.10.16,42212,199.244.48.55,443,6,7/7/2017 3:30,195966,47,57,1325,100049,570,0,28.19148936,110.2697559,2896,0,1755.245614,849.0405568,517304.0221,530.7043058,1902.582524,7284.514924,53661,1,195966,4260.130435,10592.78551,53786,1,172856,3086.714286,9322.607467,53661,1,0,0,0,0,1200,1832,239.8375228,290.866783,0,2896,965.4666667,1068.350409,1141372.597,0,0,0,1,0,0,0,0,1,974.75,28.19148936,1755.245614,1200,0,0,0,0,0,0,47,1325,57,100049,29200,61,30,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42210-443-6,192.168.10.16,42210,199.244.48.55,443,6,7/7/2017 3:30,186390,51,61,1343,105841,570,0,26.33333333,105.9650257,2896,0,1735.098361,823.8279696,575052.3097,600.8906057,1679.189189,6433.109664,44488,1,186390,3727.8,9311.219508,44600,2,163365,2722.75,8181.825346,44488,1,0,0,0,0,1292,1960,273.6198294,327.2707763,0,2896,948.5309735,1049.215473,1100853.108,0,0,0,1,0,0,0,0,1,957,26.33333333,1735.098361,1292,0,0,0,0,0,0,51,1343,61,105841,29200,61,33,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42208-443-6,192.168.10.16,42208,199.244.48.55,443,6,7/7/2017 3:30,143354,48,59,1325,104393,570,0,27.60416667,109.1662288,2896,0,1769.372881,804.7193749,737461.1103,746.4040069,1352.396226,5103.580841,23506,1,143354,3050.085106,7519.131633,24260,1,120297,2074.086207,6217.097888,24145,1,0,0,0,0,1232,1896,334.8354423,411.5685645,0,2896,978.8703704,1056.275692,1115718.338,0,0,0,1,0,0,0,0,1,988.0186916,27.60416667,1769.372881,1232,0,0,0,0,0,0,48,1325,59,104393,29200,61,30,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42216-443-6,192.168.10.16,42216,199.244.48.55,443,6,7/7/2017 3:30,142817,39,49,1289,98601,570,0,33.05128205,120.7289153,4344,0,2012.265306,1010.553371,699426.5389,616.1731447,1641.574713,5635.645242,23570,3,142817,3758.342105,8226.002721,23880,3,119208,2483.5,6794.208281,23987,3,0,0,0,0,1016,1576,273.0767346,343.0964101,0,4344,1122.359551,1242.769161,1544475.187,0,0,0,1,0,0,0,0,1,1135.113636,33.05128205,2012.265306,1016,0,0,0,0,0,0,39,1289,49,98601,29200,61,24,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42214-443-6,192.168.10.16,42214,199.244.48.55,443,6,7/7/2017 3:30,142734,52,61,1337,110185,570,0,25.71153846,105.010053,2896,0,1806.311475,816.6455278,781327.5043,791.6824303,1274.410714,4961.164282,23372,1,142734,2798.705882,7173.45366,23703,1,119469,1991.15,6100.689674,24134,1,0,0,0,0,1336,1960,364.3140387,427.3683916,0,2896,978.2631579,1074.820092,1155238.231,0,0,0,1,0,0,0,0,1,986.920354,25.71153846,1806.311475,1336,0,0,0,0,0,0,52,1337,61,110185,29200,61,32,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42222-443-6,192.168.10.16,42222,199.244.48.55,443,6,7/7/2017 3:30,127932,27,50,1169,95705,570,0,43.2962963,144.7992815,4344,0,1914.1,1026.790884,757230.4037,601.8822499,1683.315789,5616.204802,23192,1,127932,4920.461538,9001.83269,23858,49,99320,2026.938776,6244.399979,23856,1,0,0,0,0,872,1608,211.0496201,390.8326298,0,4344,1241.974359,1222.783412,1495199.272,0,0,0,1,0,0,0,0,1,1258.103896,43.2962963,1914.1,872,0,0,0,0,0,0,27,1169,50,95705,29200,61,4,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42220-443-6,192.168.10.16,42220,199.244.48.55,443,6,7/7/2017 3:30,187229,46,58,1319,107303,570,0,28.67391304,111.4380853,4344,0,1850.051724,1002.634712,580155.8519,555.4695053,1817.757282,6663.834004,44681,0,187229,4160.644444,9766.163982,44899,2,164118,2879.263158,8383.407065,44681,0,0,0,0,0,1180,1864,245.688435,309.7810702,0,4344,1034.495238,1176.878867,1385043.868,0,0,0,1,0,0,0,0,1,1044.442308,28.67391304,1850.051724,1180,0,0,0,0,0,0,46,1319,58,107303,29200,61,29,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42218-443-6,192.168.10.16,42218,199.244.48.55,443,6,7/7/2017 3:30,142653,49,61,1331,110185,570,0,27.16326531,108.0671757,2896,0,1806.311475,816.6455278,781729.0909,771.1019046,1308.743119,4999.051779,23190,0,142653,2971.9375,7370.039015,23919,2,119449,1990.816667,6047.590896,23774,2,0,0,0,0,1252,1960,343.4908484,427.6110562,0,2896,1004.648649,1077.055537,1160048.63,0,0,0,1,0,0,0,0,1,1013.781818,27.16326531,1806.311475,1252,0,0,0,0,0,0,49,1331,61,110185,29200,61,31,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42228-443-6,192.168.10.16,42228,199.244.48.55,443,6,7/7/2017 3:30,38668,4,1,517,0,517,0,129.25,258.5,0,0,0,0,13370.22861,129.305886,9667,11441.58809,23409,87,38668,12889.33333,11666.22893,23496,394,0,0,0,0,0,0,0,0,0,136,40,103.4447088,25.8611772,0,517,86.16666667,211.0643662,44548.16667,0,0,0,1,0,0,0,0,0,103.4,129.25,0,136,0,0,0,0,0,0,4,517,1,0,29200,28960,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42232-443-6,192.168.10.16,42232,199.244.48.55,443,6,7/7/2017 3:30,143726,49,58,1325,104393,570,0,27.04081633,108.0950506,2896,0,1799.87931,822.5761859,735552.3705,744.4721206,1355.90566,5122.867712,23303,1,143726,2994.291667,7450.305883,24179,1,120498,2114,6291.023855,24130,1,0,0,0,0,1264,1864,340.9264851,403.5456354,0,2896,978.8703704,1074.666956,1154909.067,0,0,0,1,0,0,0,0,1,988.0186916,27.04081633,1799.87931,1264,0,0,0,0,0,0,49,1325,58,104393,29200,61,30,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42230-443-6,192.168.10.16,42230,199.244.48.55,443,6,7/7/2017 3:30,122712,42,52,1301,95705,570,0,30.97619048,116.4770443,4344,0,1840.480769,951.0178343,790517.6348,766.021253,1319.483871,5092.340652,23110,1,122712,2992.97561,7514.903205,23800,1,99647,1953.862745,6124.155491,23836,1,0,0,0,0,1088,1672,342.2648152,423.7564378,0,4344,1021.115789,1147.669135,1317144.444,0,0,0,1,0,0,0,0,1,1031.978723,30.97619048,1840.480769,1088,0,0,0,0,0,0,42,1301,52,95705,29200,61,26,20,0,0,0,0,0,0,0,0,BENIGN
